token,label,start_char,end_char,context
Dumbledore,PERSON,259,269,"""But I c-c-can't stand it -- Lily an' James dead -- an' poor little Harry off ter live with Muggles -"" ""Yes, yes, it's all very sad, but get a grip on yourself, Hagrid, or we'll be found,"" Professor McGonagall whispered, patting Hagrid gingerly on the arm as Dumbledore stepped over the low garden wall and walked to the front door."
Harry,PERSON,8,13,"He laid Harry gently on the doorstep, took a letter out of his cloak, tucked it inside Harry's blankets, and then came back to the other two."
Harry,PERSON,87,92,"He laid Harry gently on the doorstep, took a letter out of his cloak, tucked it inside Harry's blankets, and then came back to the other two."
two,CARDINAL,137,140,"He laid Harry gently on the doorstep, took a letter out of his cloak, tucked it inside Harry's blankets, and then came back to the other two."
a full minute,TIME,4,17,"For a full minute the three of them stood and looked at the little bundle; Hagrid's shoulders shook, Professor McGonagall blinked furiously, and the twinkling light that usually shone from Dumbledore's eyes seemed to have gone out."
three,CARDINAL,22,27,"For a full minute the three of them stood and looked at the little bundle; Hagrid's shoulders shook, Professor McGonagall blinked furiously, and the twinkling light that usually shone from Dumbledore's eyes seemed to have gone out."
Hagrid,PERSON,75,81,"For a full minute the three of them stood and looked at the little bundle; Hagrid's shoulders shook, Professor McGonagall blinked furiously, and the twinkling light that usually shone from Dumbledore's eyes seemed to have gone out."
Professor McGonagall,PERSON,101,121,"For a full minute the three of them stood and looked at the little bundle; Hagrid's shoulders shook, Professor McGonagall blinked furiously, and the twinkling light that usually shone from Dumbledore's eyes seemed to have gone out."
Dumbledore,PERSON,189,199,"For a full minute the three of them stood and looked at the little bundle; Hagrid's shoulders shook, Professor McGonagall blinked furiously, and the twinkling light that usually shone from Dumbledore's eyes seemed to have gone out."
Dumbledore,PERSON,13,23,"""Well,"" said Dumbledore finally, ""that's that."
Hagrid,PERSON,13,19,"""Yeah,"" said Hagrid in a very muffled voice, ""I'll be takin' Sirius his bike back."
Sirius,PERSON,61,67,"""Yeah,"" said Hagrid in a very muffled voice, ""I'll be takin' Sirius his bike back."
G'night,ORG,0,7,"G'night, Professor McGonagall -- Professor Dumbledore, sir."""
Professor McGonagall,PERSON,9,29,"G'night, Professor McGonagall -- Professor Dumbledore, sir."""
Dumbledore,PERSON,43,53,"G'night, Professor McGonagall -- Professor Dumbledore, sir."""
Hagrid,PERSON,48,54,"Wiping his streaming eyes on his jacket sleeve, Hagrid swung himself onto the motorcycle and kicked the engine into life; with a roar it rose into the air and off into the night."
Professor McGonagall,PERSON,33,53,"""I shall see you soon, I expect, Professor McGonagall,"" said Dumbledore, nodding to her."
Dumbledore,PERSON,61,71,"""I shall see you soon, I expect, Professor McGonagall,"" said Dumbledore, nodding to her."
McGonagall,PERSON,10,20,Professor McGonagall blew her nose in reply.
Put-Outer,PRODUCT,49,58,On the corner he stopped and took out the silver Put-Outer.
twelve,CARDINAL,24,30,"He clicked it once, and twelve balls of light sped back to their street lamps so that Privet Drive glowed suddenly orange and he could make out a tabby cat slinking around the corner at the other end of the street."
Privet Drive,LOC,86,98,"He clicked it once, and twelve balls of light sped back to their street lamps so that Privet Drive glowed suddenly orange and he could make out a tabby cat slinking around the corner at the other end of the street."
four,CARDINAL,63,67,He could just see the bundle of blankets on the step of number four.
Harry,PERSON,12,17,"""Good luck, Harry,"" he murmured."
Privet Drive,ORG,36,48,"A breeze ruffled the neat hedges of Privet Drive, which lay silent and tidy under the inky sky, the very last place you would expect astonishing things to happen."
Harry Potter,PERSON,0,12,Harry Potter rolled over inside his blankets without waking up.
One,CARDINAL,0,3,"One small hand closed on the letter beside him and he slept on, not knowing he was special, not knowing he was famous, not knowing he would be woken in a few hours' time by Mrs. Dursley's scream as she opened the front door to put out the milk bottles, nor that he would spend the next few weeks being prodded and pinched by his cousin Dudley..."
a few hours' time,TIME,152,169,"One small hand closed on the letter beside him and he slept on, not knowing he was special, not knowing he was famous, not knowing he would be woken in a few hours' time by Mrs. Dursley's scream as she opened the front door to put out the milk bottles, nor that he would spend the next few weeks being prodded and pinched by his cousin Dudley..."
Dursley,PERSON,178,185,"One small hand closed on the letter beside him and he slept on, not knowing he was special, not knowing he was famous, not knowing he would be woken in a few hours' time by Mrs. Dursley's scream as she opened the front door to put out the milk bottles, nor that he would spend the next few weeks being prodded and pinched by his cousin Dudley..."
the next few weeks,DATE,277,295,"One small hand closed on the letter beside him and he slept on, not knowing he was special, not knowing he was famous, not knowing he would be woken in a few hours' time by Mrs. Dursley's scream as she opened the front door to put out the milk bottles, nor that he would spend the next few weeks being prodded and pinched by his cousin Dudley..."
Dudley,PERSON,336,342,"One small hand closed on the letter beside him and he slept on, not knowing he was special, not knowing he was famous, not knowing he would be woken in a few hours' time by Mrs. Dursley's scream as she opened the front door to put out the milk bottles, nor that he would spend the next few weeks being prodded and pinched by his cousin Dudley..."
Harry Potter,PERSON,152,164,"He couldn't know that at this very moment, people meeting in secret all over the country were holding up their glasses and saying in hushed voices: ""To Harry Potter -- the boy who lived!"""
CHAPTER,EVENT,0,7,"CHAPTER TWO THE VANISHING GLASS Nearly ten years had passed since the Dursleys had woken up to find their nephew on the front step, but Privet Drive had hardly changed at all."
TWO,CARDINAL,8,11,"CHAPTER TWO THE VANISHING GLASS Nearly ten years had passed since the Dursleys had woken up to find their nephew on the front step, but Privet Drive had hardly changed at all."
ten years,DATE,39,48,"CHAPTER TWO THE VANISHING GLASS Nearly ten years had passed since the Dursleys had woken up to find their nephew on the front step, but Privet Drive had hardly changed at all."
Dursleys,PERSON,70,78,"CHAPTER TWO THE VANISHING GLASS Nearly ten years had passed since the Dursleys had woken up to find their nephew on the front step, but Privet Drive had hardly changed at all."
Privet Drive,ORG,136,148,"CHAPTER TWO THE VANISHING GLASS Nearly ten years had passed since the Dursleys had woken up to find their nephew on the front step, but Privet Drive had hardly changed at all."
four,CARDINAL,72,76,"The sun rose on the same tidy front gardens and lit up the brass number four on the Dursleys' front door; it crept into their living room, which was almost exactly the same as it had been on the night when Mr. Dursley had seen that fateful news report about the owls."
Dursleys,PERSON,84,92,"The sun rose on the same tidy front gardens and lit up the brass number four on the Dursleys' front door; it crept into their living room, which was almost exactly the same as it had been on the night when Mr. Dursley had seen that fateful news report about the owls."
the night,TIME,191,200,"The sun rose on the same tidy front gardens and lit up the brass number four on the Dursleys' front door; it crept into their living room, which was almost exactly the same as it had been on the night when Mr. Dursley had seen that fateful news report about the owls."
Dursley,PERSON,210,217,"The sun rose on the same tidy front gardens and lit up the brass number four on the Dursleys' front door; it crept into their living room, which was almost exactly the same as it had been on the night when Mr. Dursley had seen that fateful news report about the owls."
Ten years ago,DATE,0,13,"Ten years ago, there had been lots of pictures of what looked like a large pink beach ball wearing different-colored bonnets -- but Dudley Dursley was no longer a baby, and now the photographs showed a large blond boy riding his first bicycle, on a carousel at the fair, playing a computer game with his father, being hugged and kissed by his mother."
Dudley Dursley,PERSON,132,146,"Ten years ago, there had been lots of pictures of what looked like a large pink beach ball wearing different-colored bonnets -- but Dudley Dursley was no longer a baby, and now the photographs showed a large blond boy riding his first bicycle, on a carousel at the fair, playing a computer game with his father, being hugged and kissed by his mother."
first,ORDINAL,229,234,"Ten years ago, there had been lots of pictures of what looked like a large pink beach ball wearing different-colored bonnets -- but Dudley Dursley was no longer a baby, and now the photographs showed a large blond boy riding his first bicycle, on a carousel at the fair, playing a computer game with his father, being hugged and kissed by his mother."
Harry Potter,PERSON,4,16,"Yet Harry Potter was still there, asleep at the moment, but not for long."
first,ORDINAL,69,74,His Aunt Petunia was awake and it was her shrill voice that made the first noise of the day.
the day,DATE,84,91,His Aunt Petunia was awake and it was her shrill voice that made the first noise of the day.
Harry,PERSON,0,5,Harry woke with a start.
Harry,PERSON,0,5,Harry heard her walking toward the kitchen and then the sound of the frying pan being put on the stove.
Harry,PERSON,15,20,"""Nearly,"" said Harry."
Duddy,ORG,61,66,"And don't you dare let it burn, I want everything perfect on Duddy's birthday."""
Harry,PERSON,0,5,Harry groaned.
Dudley,PERSON,22,28,"""Nothing, nothing..."" Dudley's birthday -- how could he have forgotten?"
Harry,PERSON,0,5,Harry got slowly out of bed and started looking for socks.
one,CARDINAL,62,65,"He found a pair under his bed and, after pulling a spider off one of them, put them on."
Harry,PERSON,0,5,"Harry was used to spiders, because the cupboard under the stairs was full of them, and that was where he slept."
Dudley,GPE,40,46,The table was almost hidden beneath all Dudley's birthday presents.
Dudley,PERSON,20,26,"It looked as though Dudley had gotten the new computer he wanted, not to mention the second television and the racing bike."
second,ORDINAL,85,91,"It looked as though Dudley had gotten the new computer he wanted, not to mention the second television and the racing bike."
Dudley,PERSON,12,18,"Exactly why Dudley wanted a racing bike was a mystery to Harry, as Dudley was very fat and hated exercise -- unless of course it involved punching somebody."
Harry,PERSON,57,62,"Exactly why Dudley wanted a racing bike was a mystery to Harry, as Dudley was very fat and hated exercise -- unless of course it involved punching somebody."
Dudley,PERSON,67,73,"Exactly why Dudley wanted a racing bike was a mystery to Harry, as Dudley was very fat and hated exercise -- unless of course it involved punching somebody."
Dudley,PERSON,0,6,"Dudley's favorite punching bag was Harry, but he couldn't often catch him."
Harry,PERSON,35,40,"Dudley's favorite punching bag was Harry, but he couldn't often catch him."
Harry,PERSON,0,5,"Harry didn't look it, but he was very fast."
